cpf;indices
023.194.768-22;92424
023.196.758-68;61888
023.198.475-88;33130,83314
023.198.657-21;817
023.416.758-08;31688
023.417.689-03;32329
023.419.865-60;33199
023.419.867-22;86205
023.451.976-25;18064
023.469.571-43;42568
023.478.915-88;33249
023.478.956-56;8209
023.479.158-60;4368
023.479.561-16;43821
023.489.756-29;93537
023.497.861-96;80961
023.514.769-99;95645
023.514.987-04;58257
023.518.497-79;4742
023.518.967-77;69686
023.541.968-06;26418
023.546.189-05;20701
023.549.716-99;3919
023.549.871-88;75682
023.564.781-08;58904
023.568.974-29;86445
023.586.974-00;38535
023.587.941-04;13448
023.591.674-99;55071
023.597.168-59;61765
023.597.864-74;59516
023.615.497-43;54143
023.618.759-77;97356
023.645.817-53;11843
023.648.795-74;66100
023.657.149-43;92806
023.659.748-56;6296
023.671.458-90;22555
023.671.849-50;52664
023.671.894-04;59131
023.679.841-31;47573
023.684.195-51;71282
023.685.179-95;79603
023.685.479-83;79164
023.689.745-47;34105
023.691.578-95;56050
023.694.187-96;18247
023.695.741-43;21408
023.714.658-44;59627
023.716.859-68;2869
023.718.956-95;14403
023.741.569-07;93378
023.746.958-83;37342
023.746.985-56;34088
023.749.186-96;54736
023.758.496-47;25762
023.758.914-14;97168
023.764.981-04;61460
023.768.451-90;27793
023.785.146-62;5238
023.789.145-04;50510
023.789.156-59;14691
023.789.415-79;64227
023.794.165-16;44280
023.794.865-65;75943
023.796.451-16;45457
023.814.679-04;37952,80141
023.817.546-44;38476
023.819.756-59;82179
023.841.569-42;80342
023.845.679-00;94241
023.845.967-56;76363
023.849.157-97;5219
023.854.917-88;34471
023.859.476-92;27179
023.859.716-40;9075
023.864.517-71;72041
023.864.519-33;18049
023.864.597-56;30508
023.867.541-62;17508
023.871.569-86;85646
023.874.659-38;94967
023.875.469-38;53734
023.894.751-32;92862
023.894.756-47;13532
023.896.451-51;73144
023.897.154-60;44238
023.914.578-04;78531
023.945.168-60;97148
023.946.715-99;81427
023.946.815-51;34940
023.947.158-04;34843
023.961.478-03;80569
023.971.648-50;43639
023.971.865-86;40695
023.975.846-38;68088
023.976.485-47;36115
023.978.641-69;3054
023.986.517-03;36556,75557
024.135.967-80;23440
024.135.986-42;95667
024.136.589-98;5096
024.137.589-41;64547
024.137.598-32;69119
024.139.786-31;5585
024.153.786-07;17748
024.156.738-62;71389
024.157.398-04;31437
024.157.693-80;81926
024.158.796-49;84117
024.158.963-06;45926
024.163.975-16;90714
024.168.537-08;46804
024.168.597-49;51413
024.169.378-04;4339
024.169.758-11;30632
024.169.853-70;78739
024.173.659-52;551
024.179.653-99;64416
024.186.739-87;96592
024.189.563-42;17882
024.189.567-76;21935
024.193.657-80;50812
024.196.385-06;42475
024.198.376-22;31235
024.316.758-07;33494
024.316.798-96;77336
024.317.586-80;97754
024.317.856-53;23758
024.358.197-14;71012
024.359.178-05;17001
024.361.857-35;50540
024.365.791-99;87798
024.368.571-80;65899
024.371.598-60;95612
024.378.519-41;72636
024.381.597-23;91781
024.385.167-71;14899
024.385.671-71;67153
024.387.659-92;23386
024.391.675-25;20214
024.395.876-56;60037
024.396.715-25;28286
024.398.715-32;78893
024.513.786-62;5313
024.513.798-04;68317
024.513.867-62;86944
024.516.397-25;10916
024.517.836-80;27169
024.517.963-16;47866
024.519.638-24;56008
024.519.683-89;50307
024.531.876-35;25397
024.536.189-89;73270
024.561.397-80;67618
024.567.198-67;37087
024.567.931-61;48188
024.568.137-07;74484
024.569.371-80;58603
024.576.389-92;39955
024.579.631-25;86411
024.579.836-65;39906
024.586.739-29;75966
024.587.396-10;15617
024.589.736-47;98094
024.593.168-60;37173
024.596.378-29;21017
024.596.813-05;62140
024.615.397-07;52277
024.615.398-98;83153
024.615.738-08;80906
024.617.539-70;22449
024.617.953-80;1256
024.619.578-94;28069
024.631.798-13;27250
024.635.187-07;46980
024.635.918-89;13961
024.637.951-07;22243
024.638.157-44;71493
024.651.389-60;18361
024.651.973-80;61210
024.651.983-51;83137
024.657.839-47;44805
024.659.173-07;80924
024.659.813-15;34523
024.675.983-65;66318
024.678.531-44;60842
024.679.138-13;7576
024.681.579-58;93160
024.687.359-00;49377
024.695.813-89;5060
024.736.158-53;91471
024.738.159-41;45934
024.739.518-88;37411
024.739.851-97;29503
024.751.896-49;22428
024.751.983-97;53665
024.756.139-80;40349
024.758.963-29;83371
024.759.638-83;90167
024.763.918-40;20851
024.765.318-71;94828
024.765.398-56;28043
024.769.513-07;83764
024.795.861-11;16445
024.796.835-83;49646
024.813.567-80;22062
024.816.379-50;94365
024.816.579-85;17909
024.817.539-41;44514
024.851.679-58;14781
024.856.173-17;62433
024.856.913-98;82177
024.861.395-24;25721
024.861.935-70;44248
024.861.937-31;93654
024.861.957-85;89103
024.863.197-78;54976
024.865.971-58;24256
024.871.639-50;23451
024.873.691-40;59026
024.875.391-60;54166
024.879.165-67;85329
024.893.165-24;73887
024.893.716-22;8597
024.895.736-83;72198
024.897.613-31;91473
024.915.768-30;57558
024.918.563-60;45238
024.931.578-50;45100
024.935.168-42;97577
024.935.617-16;90033
024.937.185-50;97444
024.938.567-83;92632
024.958.761-02;97318
024.961.538-05;94467
024.961.578-94;16075
024.961.783-87;44769
024.961.853-24;44262
024.961.857-58;34905
024.967.158-11;32973
024.968.513-24;25584
024.971.536-80;98715
024.985.736-74;97380
024.987.351-60;36698
025.136.479-80;71681
025.136.874-26;49923
025.137.948-50;90709
025.139.487-50;36400
025.139.648-70;79460
025.139.674-61;69547
025.146.973-52;71118
025.148.367-35;20188
025.149.786-02;20500
025.163.789-12;75638
025.167.984-58;26820
025.173.684-90;15928
025.174.386-17;59950
025.178.934-97;85756
025.187.936-40;64879
025.189.674-94;60878
025.194.638-05;86535
025.314.768-90;17445
025.316.498-24;18956
025.316.987-95;65159
025.317.649-25;64534
025.341.876-35;88927
025.346.187-17;12735
025.349.871-60;83563
025.361.489-98;7815
025.367.841-26;87033
025.367.948-65;85015
025.368.194-42;21933
025.368.491-98;45463
025.368.974-00;12002
025.369.871-59;88334
025.374.619-16;15596
025.374.691-43;84069
025.378.461-17;68341
025.378.614-26;75157
025.379.416-16;95559
025.381.467-71;33341
025.387.169-77;17078
025.391.468-05;50203
025.413.876-44;19465
025.418.369-70;55419
025.418.697-11;77507
025.436.189-70;6570
025.439.761-16;17664
025.461.398-51;64756
025.463.189-42;73205,97704
025.469.318-06;59156
025.473.891-50;82939
025.478.613-80;71089
025.481.639-89;92572
025.486.713-80;66965
025.487.963-29;37917
025.489.317-14;86285
025.493.687-38;93342
025.496.713-25;95382
025.614.793-07;68752
025.614.893-70;88853
025.617.894-11;78191
025.619.478-58;8635
025.637.194-61;94080
025.637.819-30;51591
025.648.193-89;77001
025.648.739-10;4827
025.681.473-26;62597
025.683.491-15;92843
025.683.497-00;53310
025.684.937-47;66210
025.687.439-56;88423
025.694.387-74;31197
025.694.783-00;75131
025.698.341-06;26370
025.714.896-58;98165
025.716.938-59;21883
025.718.694-85;78799
025.719.683-86;40795
025.738.694-74;37776
025.739.681-03;60058
025.741.689-76;73664
025.748.613-53;69073
025.748.963-00;51206
025.761.498-20;76570
025.768.439-56;15304
025.768.493-00;62560
025.768.914-11;39565
025.781.349-79;43139
025.783.641-17;43227
025.789.436-56;74530
025.791.683-03;30052
025.813.946-33;64134
025.814.367-35;69635
025.814.396-70;77428
025.816.497-20;21817
025.816.734-35;2499
025.834.197-14;43555
025.836.714-80;71034
025.836.971-02;53235
025.841.639-42;17096
025.841.769-20;39333
025.846.391-06;5197
025.846.731-26;2001
025.849.173-60;46872
025.861.397-12;89316
025.873.164-80;55615
025.873.196-68;90477
025.891.673-77;55877
025.896.143-06;55249
025.896.317-40;59010
025.896.371-95;59197
025.896.734-00;82873
025.916.483-60;14867
025.918.367-95;63339
025.931.786-12;81390
025.931.846-98;56460
025.931.847-79;17948
025.936.487-83;98259
025.946.871-11;48504
025.961.348-70;39016
025.963.874-92;11595
025.964.371-80;99971
025.967.134-70;29523
025.967.813-95;49746
025.971.684-76;67950
025.974.631-25;13534
025.976.843-00;53594
025.978.361-77;76334
026.135.487-62;49735
026.135.987-86;41737
026.138.549-60;62121
026.138.745-62;31371
026.147.953-99;47730
026.154.379-25;89776
026.154.793-34;42651
026.154.893-05;49073
026.159.437-07;9403
026.173.985-95;18450
026.175.943-43;94711
026.183.457-62;88167
026.184.957-30;55340
026.184.973-50;35107
026.187.549-30;53819
026.187.935-95;70606
026.189.537-03;77017
026.194.583-15;14917
026.194.587-49;11586
026.194.753-25;46126,80510
026.197.348-78;53218
026.197.458-02;66712
026.314.879-31;33248
026.314.985-42;13860
026.318.457-90;88170
026.318.579-68;54099
026.341.597-06;56566
026.341.895-24;11436
026.351.497-80;54699
026.354.198-33;76716
026.374.185-08;82864
026.374.519-80;64600
026.374.859-65;82155
026.379.548-92;75774
026.389.471-13;76486
026.389.745-10;95713
026.395.147-25;87683
026.397.184-87;97568
026.415.893-89;91043
026.418.739-31;64142
026.418.793-87;72262
026.431.897-87;17501
026.437.189-50;83528
026.438.917-40;67776
026.451.789-01;39879
026.459.187-94;23988
026.459.817-20;98667
026.473.519-61;86808
026.473.895-00;88006
026.479.813-96;89827
026.481.579-30;32838
026.485.319-98;9652
026.487.539-74;11532
026.491.857-67;62221
026.495.738-56;98963
026.498.315-70;99667
026.514.897-94;40717
026.518.439-89;80796
026.519.437-70;20295
026.519.837-21;2495
026.534.178-71;90204
026.534.179-52;33562
026.534.978-83;51082
026.538.917-86;94184
026.541.937-99;10559
026.543.897-74;25518
026.571.984-49;17663
026.578.193-03;31823
026.579.841-85;74473
026.587.914-02;24542
026.589.143-42;58243
026.593.148-70;10894
026.593.874-00;12059
026.714.539-06;22917
026.718.394-13;86409
026.719.584-20;98899
026.734.981-50;61485
026.739.485-38;65969
026.739.841-78;22388
026.745.139-34;21326
026.748.351-17;42235
026.754.389-10;29932
026.758.143-26;34847
026.759.341-43;33402
026.781.539-59;58948
026.785.319-02;64751
026.785.941-49;94675
026.793.145-06;10821
026.794.183-87;15686
026.815.793-68;54745
026.819.453-05;28070
026.839.154-89;68132
026.839.547-00;81957
026.841.953-15;59906
026.845.371-35;68219
026.849.153-42;24307
026.849.531-98;22030
026.849.573-47;11887
026.851.437-26;4683
026.851.934-05;48308
026.851.947-11;21319
026.853.149-89;79110
026.859.734-00;14221
026.871.594-76;95635
026.873.941-22;96922
026.874.513-71;36922
026.874.915-94;96889
026.894.315-05;625
026.894.531-42;88802
026.897.154-49;1751
026.913.547-25;28657
026.914.385-89;11079
026.914.875-20;78325
026.915.483-33;4047
026.917.358-77;58946
026.918.475-94;16506
026.918.573-95;13745
026.931.478-40;36034
026.934.581-70;69124
026.938.514-24;82700
026.943.715-07;24123
026.948.173-78;16953
026.948.537-65;91574
026.951.374-43;51063
026.971.358-12;34512
026.971.384-04;47001
026.971.534-70;9636
026.971.835-40;22272
026.974.851-20;20731
026.978.314-87;60891
026.985.437-10;32714
027.143.658-17;10602
027.143.695-61;83214
027.145.938-79;25910
027.153.896-12;6011
027.154.693-06;65460
027.154.983-14;29058
027.164.359-52;19060
027.168.395-30;17444
027.169.843-87;83594
027.183.564-80;40380
027.184.396-96;70889
027.189.534-97;39044
027.193.564-25;94247
027.193.654-16;68509
027.194.836-13;34626
027.198.543-79;55240
027.314.569-06;43113
027.314.698-03;22670
027.319.854-88;67782
027.349.815-05;48430
027.356.849-38;62465
027.365.189-77;98619
027.365.418-71;26123
027.369.814-13;3415
027.369.815-02;61876
027.381.456-71;26968
027.381.496-69;60927
027.396.841-69;24573
027.416.938-03;87633
027.418.369-22;63964
027.419.356-61;72522
027.431.586-62;74882
027.438.561-90;68735
027.439.158-97;30819,78019
027.451.638-17;38312
027.453.618-80;20281
027.453.691-99;36514
027.458.136-17;80193
027.458.196-58;9175
027.458.961-30;68614
027.465.891-76;75769
027.468.319-96;3964
027.468.591-49;77384
027.469.351-80;73025
027.483.156-26;59899
027.485.961-02;10928
027.493.518-04;21376
027.495.316-16;83064
027.496.518-67;42687
027.513.689-21;82010
027.514.698-76;65820
027.516.384-90;30335
027.518.496-01;5421
027.538.164-17;90051
027.539.186-86;88025
027.539.846-38;80103
027.541.836-71;3155
027.541.936-34;67398
027.546.839-92;94727
027.563.918-59;70706
027.564.189-94;79644
027.581.364-90;99037
027.581.369-02;91425
027.586.139-21;13560
027.589.634-00;14498
027.593.468-38;7074
027.593.481-05;64927
027.593.861-12;92262
027.613.495-80;57158
027.619.534-52;61111
027.634.951-25;49514
027.635.184-35;24416
027.639.158-68;77652
027.643.598-29;65156
027.648.593-92;43010
027.648.931-40;37361
027.648.951-94;61778
027.649.358-38;59876
027.651.834-90;12749
027.653.498-00;54956
027.658.134-26;76612
027.681.943-87;95934
027.693.518-77;28637
027.694.813-04;46820
027.698.435-83;34589
027.813.495-50;69236
027.816.493-50;57619
027.819.453-23;20322
027.831.569-03;16836
027.831.645-07;88796
027.835.149-23;87263
027.835.461-08;9312
027.841.536-90;37283
027.851.346-80;78496
027.851.436-71;9623
027.859.364-00;33124
027.863.591-12;90194
027.891.436-50;11988
027.891.456-01;58212
027.893.541-97;41080
027.894.613-50;7782
027.894.635-65;18581
027.895.143-05;70796
027.896.451-67;16693
027.914.835-60;30652
027.916.843-87;394
027.931.586-40;54947
027.936.184-03;41040
027.938.145-04;49303
027.941.358-05;59072
027.945.863-00;17638
027.946.513-07;80614
027.946.815-67;95584
027.948.165-94;42847
027.948.613-87;32745
027.953.186-95;83602
027.953.418-32;65559
027.954.361-16;34817
027.961.435-70;91957
027.968.341-31;12588
027.968.354-56;5821
027.981.635-95;21662
027.984.516-20;12482
027.984.635-56;9044
027.985.164-20;9023
028.134.695-05;77876,83944
028.134.765-44;53098
028.134.975-41;68193
028.143.956-70;21638
028.145.976-20;1298
028.146.357-35;59232
028.146.539-89;27714
028.147.693-40;73079
028.153.694-51;25871
028.156.947-94;68285
028.157.496-02;75868
028.163.974-40;40882
028.173.659-68;44052
028.175.369-59;6472
028.175.463-26;56228
028.193.465-70;30289
028.195.347-32;52055
028.195.374-05;17460
028.196.745-85;57497
028.314.957-41;94633
028.315.674-08;12304
028.315.749-60;48885
028.316.974-50;7191
028.317.659-86;28888
028.319.675-03;78345
028.347.561-71;54208
028.347.659-10;81855
028.349.165-51;87450
028.354.791-04;17354
028.357.461-53;5569
028.361.957-03;80261
028.367.145-90;29064
028.369.745-83;10813
028.371.594-41;7671
028.391.456-42;77581
028.394.657-10;80462
028.396.174-04;33943
028.396.471-50;13364
028.413.596-89;25550
028.416.579-49;63807
028.431.596-60;44464
028.431.695-42;35796
028.437.165-35;36703
028.456.371-44;65129
028.457.196-20;83269
028.459.617-58;25020,96312
028.461.375-44;40910
028.467.953-47;85273
028.469.135-60;76082
028.469.371-50;9840
028.469.513-06;59805
028.471.356-26;4857
028.471.369-40;39094
028.471.539-50;94173
028.471.653-71;47842
028.475.693-83;76877
028.476.319-50;50285
028.479.153-97;42273
028.491.735-41;9656
028.493.675-83;70283
028.497.136-78;6197
028.514.369-70;37388
028.519.376-77;65160
028.534.916-33;35953
028.534.976-74;1737
028.539.746-00;35469
028.541.697-94;49021
028.563.947-10;75656
028.564.139-51;85542
028.567.394-74;41126
028.571.349-32;51690
028.573.469-56;54685
028.573.649-38;52489
028.576.943-00;45725
028.579.643-74;6072
028.593.761-86;17757
028.594.637-47;89866
028.596.341-42;61644
028.596.743-65;18236
028.597.614-11;90003
028.635.741-08;7590
028.639.741-22;89545
028.641.953-05;11862
028.643.915-89;94231
028.645.319-33;46104
028.645.973-65;16425
028.649.173-78;84819
028.653.197-68;14693
028.654.937-92;9504
028.659.137-59;67724
028.671.935-59;6389
028.673.951-86;20342
028.674.351-53;78396
028.675.413-44;94996
028.693.514-70;66904
028.695.473-74;56960
028.715.964-76;11088
028.716.453-53;94970
028.735.419-97;55186
028.735.614-08;66780
028.736.495-00;57622
028.746.359-10;8193
028.751.496-01;41647
028.763.495-74;80866
028.763.549-00;69003
028.765.149-58;55227
028.765.319-68;87992
028.769.315-59;50729
028.914.763-87;24549
028.915.476-67;23408
028.917.536-40;83289
028.917.634-40;6922
028.934.715-79;36871
028.935.761-68;24860
028.936.174-50;41586
028.941.356-70;56900
028.943.716-40;57840
028.947.156-76;56824
028.954.173-50;95628
028.954.613-33;30375
028.954.761-01;56573
028.956.374-74;35491
028.956.471-94;68266
028.961.453-89;6183
028.964.315-51;45309
028.964.371-69;77373
028.973.146-13;35558
029.134.768-13;81889
029.135.467-06;57369
029.135.486-60;27560
029.135.684-24;13332
029.136.458-60;45553
029.137.685-12;33633
029.143.786-96;74980
029.146.378-96;27934
029.146.853-51;54844
029.147.853-05;12654
029.148.653-33;71606
029.148.753-04;29310
029.153.687-59;673
029.156.738-02;30473
029.157.346-07;44620
029.158.763-12;24096
029.164.375-25;97961
029.165.843-15;87408
029.168.573-03;97299
029.175.648-49;76789
029.176.483-50;63305
029.183.576-77;32613
029.183.647-03;8111
029.185.473-79;82207
029.315.478-32;23781
029.315.648-42;42831
029.316.487-87;16606
029.317.658-21;69416
029.318.475-50;79175
029.318.564-60;37749
029.341.567-61;45426
029.347.681-04;57634
029.351.467-43;80154
029.374.658-38;88149
029.375.164-16;83395
029.375.481-05;46202
029.375.648-10;13539
029.378.154-05;39855
029.378.164-87;54966
029.381.465-15;82972
029.381.745-60;91962
029.385.476-92;54245
029.385.674-56;22090
029.386.154-42;63914
029.386.174-96;47666
029.413.758-05;72346
029.415.837-50;98240
029.416.785-49;26099
029.418.576-30;21076
029.435.167-16;97371
029.435.678-92;89303
029.453.678-74;63215
029.457.631-25;20036
029.458.736-56;8293
029.465.178-02;17819
029.467.138-22;49094
029.467.315-61;42564
029.468.537-56;2383
029.473.561-52;53412
029.485.716-85;78801
029.486.713-96;89532
029.487.135-79;99396
029.514.368-15;98066
029.514.678-85;71098
029.531.746-99;34660
029.531.786-86;9196
029.534.867-47;22780
029.537.416-07;12824
029.537.861-12;58992
029.537.864-65;58552
029.538.467-00;17413
029.543.716-25;9255
029.547.318-50;11654
029.564.837-65;9125
029.567.413-06;7734
029.573.618-68;71218
029.574.361-16;37529
029.574.613-07;45118
029.574.638-65;28254
029.574.836-29;18363
029.576.143-16;96771
029.576.381-77;46787
029.581.367-95;29677
029.583.147-23;81703
029.583.461-70;38264
029.583.476-56;69575
029.583.716-03;12969
029.584.371-32;34628
029.617.834-96;87892
029.635.718-95;12030
029.638.451-89;46281
029.641.738-69;38199
029.645.317-06;25605
029.645.731-07;10793
029.651.748-85;10274
029.651.837-95;58839
029.651.847-67;72336
029.651.874-30;52388
029.653.841-89;64436
029.654.837-56;61369
029.657.318-30;41903
029.658.473-83;58368
029.671.385-68;56518
029.673.481-04;15155
029.674.531-61;76194
029.683.147-69;92371
029.683.547-10;29358
029.685.143-42;4650,39215
029.713.485-04;85802
029.713.648-87;12513
029.716.538-03;41465
029.731.685-03;8138
029.735.814-60;37948
029.736.851-68;81088
029.738.614-03;78364
029.741.853-04;19967
029.745.638-56;83176
029.746.135-43;3690
029.746.538-47;88951
029.751.346-06;43492
029.758.136-86;75696
029.758.361-12;74486
029.763.185-30;62764
029.768.413-22;29167
029.781.435-41;30101
